"1H","1L","2H","2L","3H","3L","4H","4L","5H","5L","6H","6L","7H","7L","8H","8L"
220,15,245,39,271,62,296,87,213,5,237,30,262,54,289,81
222,12,245,36,270,62,295,86,212,6,238,30,264,55,289,79
221,13,246,38,271,61,294,87,214,5,239,28,263,52,289,80
220,12,245,36,270,61,296,87,213,7,238,30,262,58,288,82
220,12,245,37,269,62,294,88,213,4,239,31,262,55,288,80
219,12,246,37,271,61,296,87,212,6,237,31,262,57,288,80
219,11,245,37,271,63,296,87,214,4,238,29,262,55,289,79
220,13,246,37,271,61,296,88,212,5,239,30,264,54,286,80
221,13,244,38,271,64,294,87,213,4,239,30,264,54,287,82
218,14,248,36,270,60,295,89,213,3,238,29,264,55,289,81
219,12,246,37,270,63,295,88,213,5,238,29,262,54,289,79
222,12,246,37,271,60,296,87,212,5,238,30,263,54,287,81
220,12,244,37,270,61,295,88,214,7,239,31,260,56,289,82
218,13,243,37,269,61,296,87,214,6,238,30,263,54,288,79
220,11,246,38,271,61,296,88,214,7,239,30,262,56,288,79
221,11,244,37,271,63,296,87,212,4,237,32,262,54,288,79
221,12,245,40,270,61,295,85,213,5,238,31,263,55,288,80
221,14,246,38,269,62,295,89,212,3,238,31,261,55,287,81
219,12,247,38,271,64,296,86,215,6,236,31,263,54,288,80
223,14,244,36,270,63,292,87,211,6,238,30,262,56,288,78
220,13,245,38,269,61,295,90,213,6,238,30,263,53,288,80
221,12,245,39,270,61,295,89,212,5,238,29,262,56,288,79
222,12,245,36,270,61,296,89,214,6,237,29,263,56,289,81
220,12,246,37,269,62,296,88,213,5,238,31,262,54,287,80
220,13,246,38,271,62,297,88,213,5,239,31,266,54,288,81
219,12,246,38,270,62,296,84,213,4,239,31,262,57,288,80
220,12,245,37,269,61,294,86,214,5,236,29,263,53,288,82
219,11,245,37,268,63,294,88,213,4,238,31,261,56,287,81
220,10,245,38,269,62,293,88,214,4,239,29,264,53,289,79
220,13,245,36,269,61,295,86,214,4,240,30,263,55,288,80
217,12,245,37,271,61,294,86,213,5,236,30,263,55,288,79
218,11,248,36,271,62,296,88,213,4,237,30,263,54,286,80
217,11,247,36,270,63,294,88,213,7,237,30,262,56,287,81
220,13,246,37,269,62,294,88,215,5,238,31,262,56,287,81
222,12,246,37,269,62,294,86,213,5,237,29,263,54,289,79
222,12,245,37,271,62,297,87,211,3,239,30,263,55,287,81
220,12,244,38,269,62,295,88,213,5,239,31,264,55,288,81
218,12,245,36,272,64,295,87,214,4,239,30,263,54,286,80
221,12,244,37,271,63,294,86,213,4,238,30,263,54,289,80
221,11,244,39,271,61,294,86,213,6,237,29,263,55,288,81
220,13,246,36,269,62,296,86,213,4,237,32,264,55,288,83
221,11,244,37,270,62,294,89,212,5,238,30,263,56,288,80
220,11,243,34,271,61,296,88,213,5,240,30,262,56,289,80
220,13,244,36,271,61,295,86,214,4,237,28,262,56,288,80
219,10,246,36,268,62,295,88,214,5,238,30,263,58,287,79
220,11,244,37,271,61,296,85,213,6,240,30,264,56,287,79
220,12,246,38,270,63,295,87,214,4,238,30,265,55,289,81
220,11,244,37,271,61,294,86,212,5,237,30,264,55,288,80
221,13,245,38,269,63,293,87,216,5,239,28,264,56,288,80
219,12,247,37,270,63,296,86,213,4,241,30,262,54,290,79
219,12,246,37,269,62,296,87,214,4,237,31,262,55,289,81
219,12,245,36,270,62,295,85,212,5,238,29,261,53,286,80
221,11,246,38,272,62,294,86,215,4,239,29,263,56,289,80
222,9,246,36,269,63,294,87,211,5,237,29,261,56,288,78
220,12,246,37,269,63,295,87,212,5,239,30,265,55,290,81
219,12,245,38,270,61,295,88,215,6,240,29,264,54,289,79
219,11,244,38,269,64,295,88,212,5,239,29,264,53,288,81
221,11,247,37,270,63,295,88,214,6,238,29,263,55,289,79
222,12,244,37,271,60,296,86,212,5,238,30,262,55,289,79
219,11,243,37,269,63,295,88,213,7,237,29,263,55,287,80
220,11,245,38,271,61,294,87,213,7,237,30,262,56,288,82
220,12,246,37,269,61,297,86,214,5,238,30,262,56,288,80
218,13,244,37,272,62,295,86,213,6,240,29,264,57,288,80
221,14,244,36,269,62,296,87,212,3,238,29,264,56,287,80
220,12,245,38,271,64,293,87,213,3,238,30,263,55,289,83
220,13,244,37,269,63,296,86,213,5,238,30,261,55,290,79
217,14,247,38,270,62,296,87,213,6,239,31,264,55,287,80
220,12,245,37,268,62,294,85,213,4,238,31,264,55,288,81
220,12,244,37,270,62,295,87,214,6,237,30,263,52,289,81
221,11,242,37,270,65,295,88,213,6,238,29,262,55,288,82
219,12,247,36,270,61,294,87,214,6,239,30,262,55,287,80
219,12,246,36,270,61,296,86,213,6,240,29,263,54,288,80
220,11,246,37,269,62,296,85,214,5,239,30,264,56,288,80
221,13,246,37,271,60,296,86,211,5,238,29,263,55,288,79
218,12,246,37,271,63,296,87,214,4,238,30,262,55,285,79
221,10,243,37,271,63,295,85,213,4,238,31,262,56,288,80
219,12,246,38,270,61,293,89,213,6,238,28,261,55,288,79
221,15,248,37,269,61,295,86,213,7,238,28,263,53,288,80
219,10,245,36,271,61,294,86,213,6,239,29,261,53,288,79
219,13,246,37,269,61,295,87,214,3,240,29,264,56,288,80
220,12,247,36,270,61,295,85,213,6,238,31,262,54,288,81
217,10,244,37,270,62,295,87,213,5,238,31,264,54,288,81
219,12,245,37,270,61,296,88,212,4,236,30,263,56,289,79
221,13,244,37,268,63,295,87,213,5,239,30,261,56,288,82
218,11,246,35,270,64,295,86,212,4,240,30,262,56,288,79
222,12,245,37,271,61,296,86,214,6,238,31,262,55,288,81
221,12,244,35,271,62,295,87,211,8,237,29,264,55,290,81
221,13,246,37,270,61,295,87,214,7,240,30,263,56,289,81
220,12,245,37,270,62,294,88,214,3,238,32,262,55,289,81
221,12,246,37,270,63,297,88,213,5,239,31,263,54,290,80
221,12,248,38,271,62,295,88,211,6,239,31,263,54,287,80
220,13,246,37,270,63,294,88,211,5,240,31,265,56,289,80
219,13,245,37,270,61,295,88,213,5,238,29,263,54,289,80
219,12,243,38,270,63,293,87,213,4,238,29,264,55,289,80
219,12,245,37,271,63,296,89,214,4,238,29,263,54,289,78
220,12,246,36,270,63,295,89,213,5,239,30,264,54,289,79
220,12,244,37,271,62,294,88,213,4,238,32,264,54,289,79
222,14,245,36,269,61,295,84,214,4,238,31,262,56,287,78
221,11,245,37,271,63,294,86,213,5,235,29,262,55,288,81
222,12,245,36,270,61,293,87,214,5,238,30,262,56,289,81
220,14,244,37,268,62,295,87,215,6,239,30,262,56,287,81
219,11,246,36,268,63,295,87,213,5,238,29,262,58,289,82
220,12,245,36,270,62,295,87,212,4,238,30,263,55,288,80
221,14,247,38,270,61,294,87,212,3,240,29,264,57,287,81
221,12,247,39,271,63,295,87,215,5,241,29,263,55,288,82
220,10,245,38,269,61,296,85,210,5,236,29,265,54,289,81
221,12,244,36,271,62,295,87,215,5,238,30,263,54,288,79
221,12,245,39,270,62,295,88,213,6,237,30,264,55,290,79
220,11,245,38,270,61,294,87,212,4,238,29,262,54,288,81
218,13,244,37,269,63,295,86,213,6,237,30,263,58,287,80
219,12,244,37,271,61,295,87,215,7,239,29,263,55,287,81
220,13,247,36,270,62,295,87,213,4,237,31,263,54,289,79
220,12,243,39,269,61,295,86,213,4,238,30,261,54,286,82
221,12,245,37,272,61,295,89,212,6,237,30,265,54,288,81
220,11,244,36,270,62,294,87,212,6,239,31,265,54,289,81
220,13,243,37,272,61,294,88,212,5,239,31,263,56,290,80
217,13,244,36,269,62,295,87,212,5,237,30,263,54,287,79
222,13,246,36,270,63,294,88,213,5,238,32,263,55,287,80
221,11,244,38,269,62,295,87,211,3,237,29,265,55,287,80
221,13,245,36,271,61,293,87,214,5,237,28,261,54,288,80
220,10,245,38,270,62,294,87,212,5,237,32,263,53,287,80
221,12,244,37,270,63,296,86,213,5,239,30,262,57,289,80
220,11,246,37,271,62,295,87,211,6,237,28,263,55,288,80
220,12,247,37,269,61,295,87,213,6,239,30,265,55,290,80
221,13,243,36,271,63,295,86,213,6,238,30,263,55,288,79
219,11,245,38,271,62,295,87,212,6,237,29,262,56,287,79
220,12,244,38,269,62,296,89,212,7,237,28,263,55,289,78
220,12,245,36,269,62,294,87,213,6,238,29,264,55,289,81
219,14,244,37,271,64,296,88,211,4,237,32,262,56,286,81
220,11,245,36,269,62,295,86,215,4,238,29,261,55,290,80
221,11,244,35,270,63,295,87,213,6,238,32,262,54,288,80
