"1H","1L","2H","2L","3H","3L","4H","4L","5H","5L","6H","6L","7H","7L","8H","8L"
115,11,140,36,165,62,188,85,214,110,239,135,264,159,287,185
115,11,140,38,165,62,190,87,214,111,238,135,262,160,287,185
116,11,140,37,164,61,189,88,212,110,239,136,264,159,288,185
113,12,139,37,164,61,189,86,213,108,237,133,263,160,289,187
115,12,141,36,164,61,190,87,213,111,239,136,263,160,289,185
114,11,140,37,164,65,191,87,214,111,236,135,262,160,287,185
115,12,142,38,164,63,191,89,213,110,239,135,264,160,288,184
115,10,140,37,165,62,189,88,214,111,237,134,262,161,286,185
113,12,141,38,166,62,192,88,212,112,238,135,265,161,289,184
114,12,140,36,164,63,191,88,214,112,236,136,261,160,288,185
115,11,139,38,164,63,190,89,213,109,238,136,263,161,288,185
117,12,141,37,164,63,190,86,212,109,240,136,263,159,288,187
114,11,140,38,165,60,190,90,211,110,237,135,263,159,289,185
115,13,140,37,165,61,191,88,214,111,239,135,262,161,290,184
116,11,142,38,165,63,191,87,215,110,238,136,263,159,288,185
118,10,141,35,163,61,190,88,213,109,239,136,262,160,289,185
117,12,139,37,164,60,190,88,214,108,238,136,262,159,288,184
117,12,138,37,164,63,190,87,213,111,238,135,262,159,287,186
115,12,140,35,165,63,190,88,213,109,236,135,264,162,288,184
114,13,142,36,165,62,188,86,214,110,240,136,263,159,289,185
115,15,140,37,164,62,190,88,213,109,239,135,263,161,288,188
116,14,140,36,166,60,189,87,212,110,239,135,265,158,286,183
116,12,140,36,162,62,192,88,214,111,239,136,263,160,289,184
115,12,141,38,165,62,192,88,213,109,238,135,264,162,287,184
114,14,141,38,166,62,191,86,212,111,236,134,265,158,287,185
114,13,141,37,165,62,190,86,214,111,238,136,262,161,289,186
114,11,141,37,165,62,189,86,213,110,238,135,263,161,288,186
118,13,140,38,166,64,190,88,213,110,237,134,263,161,288,185
116,12,140,36,166,61,189,87,211,111,239,135,264,160,289,183
114,12,141,37,166,61,190,88,212,110,239,135,263,161,286,186
114,11,141,38,166,61,190,87,213,109,238,136,265,160,288,185
116,11,141,37,163,62,192,88,210,111,238,136,262,160,287,186
115,12,141,36,165,62,190,87,210,110,239,134,263,161,288,184
115,11,142,37,165,64,188,87,213,112,238,136,264,159,287,185
113,11,140,35,165,60,190,86,212,110,239,134,264,160,287,185
115,11,140,36,163,62,190,86,214,110,238,135,263,160,287,186
116,12,140,36,164,59,189,89,213,109,239,135,262,160,288,185
116,13,141,36,164,63,191,88,212,110,240,134,262,161,288,184
115,11,141,36,166,62,191,88,212,109,238,136,263,161,289,185
113,12,140,37,165,61,188,86,213,109,238,137,262,161,289,184
115,11,142,39,166,62,191,86,213,109,239,136,264,161,288,184
115,10,139,37,165,61,189,85,211,110,239,133,263,159,287,185
114,11,140,35,164,62,189,88,213,109,236,136,261,161,287,185
114,11,139,35,165,61,191,87,213,112,237,135,264,161,287,183
114,12,140,36,165,63,190,86,213,108,239,133,265,162,288,185
117,12,140,39,164,62,189,88,213,109,237,133,264,161,288,186
117,13,139,39,165,62,188,86,213,109,238,134,264,159,289,185
115,12,140,36,166,63,190,87,213,110,239,134,264,159,288,184
113,13,141,38,166,61,189,86,213,110,239,135,264,161,288,186
114,12,139,38,167,61,190,87,213,111,238,134,265,160,287,186
114,11,139,36,164,64,190,88,214,110,239,136,264,158,287,184
114,12,141,35,164,63,190,85,213,111,239,135,265,160,290,185
116,12,138,36,164,61,190,88,212,110,238,134,262,159,289,184
115,13,141,36,164,62,189,89,212,109,239,136,263,161,291,183
115,11,140,37,166,63,190,88,213,111,238,136,263,161,288,185
115,12,141,39,163,61,190,88,215,109,238,137,263,161,288,186
113,12,139,37,166,62,189,86,212,110,240,137,263,162,289,187
115,12,139,37,164,62,190,86,213,110,237,134,264,161,289,185
115,13,140,37,164,63,190,88,213,111,238,137,263,162,289,183
114,13,140,36,165,64,190,88,215,112,238,135,263,160,288,184
114,14,139,36,164,62,188,86,213,110,238,134,264,160,287,186
115,11,140,38,164,64,192,87,213,109,237,135,263,159,288,185
113,10,141,37,166,60,189,88,213,109,237,134,262,160,287,184
114,12,141,37,165,62,191,86,213,110,237,135,264,160,286,186
115,12,141,36,166,61,192,89,214,110,238,136,263,160,288,185
114,13,139,38,165,59,189,86,212,111,239,136,265,161,289,186
114,11,140,36,165,62,190,86,213,108,238,134,263,161,289,184
116,12,141,37,166,62,191,86,213,110,237,136,262,161,288,184
115,13,139,37,167,62,191,87,212,109,237,135,263,160,288,186
115,12,138,35,164,63,190,88,212,109,237,135,263,160,289,187
113,10,140,38,165,62,191,89,215,109,240,135,263,158,288,186
116,11,139,38,166,61,189,87,213,110,238,135,262,159,289,185
115,12,140,36,165,62,188,85,212,111,238,136,263,159,286,186
114,13,142,37,166,61,190,88,214,110,239,134,265,160,287,186
115,11,141,36,167,61,189,89,214,110,238,135,265,159,286,185
116,13,141,38,166,61,189,88,214,109,238,137,261,161,287,185
113,12,140,38,165,62,190,86,213,109,237,137,263,160,288,184
113,13,142,35,166,63,190,86,213,110,239,134,263,159,289,184
113,12,139,35,166,59,192,87,212,110,239,135,263,160,287,186
116,15,141,36,165,61,188,86,213,111,237,135,263,161,287,185
115,12,141,37,164,61,190,86,212,111,237,136,261,159,290,184
116,13,139,36,165,59,190,86,215,111,238,136,263,160,289,185
115,11,139,38,165,63,192,86,212,110,239,136,265,161,287,185
117,13,139,37,166,62,190,85,213,110,236,136,265,159,289,185
116,12,140,37,165,63,191,86,214,110,237,136,263,160,288,186
115,12,141,36,165,62,191,88,214,112,238,133,263,159,288,186
115,12,139,38,165,62,191,87,211,110,238,136,262,161,288,185
115,11,141,37,163,62,192,85,212,110,239,135,263,160,289,184
116,12,139,37,164,64,189,88,211,108,237,135,264,160,286,184
117,11,138,37,165,61,189,85,215,110,238,137,263,161,287,185
117,11,139,36,165,62,190,86,214,108,238,134,265,160,288,185
115,12,141,36,165,63,189,88,213,110,239,134,262,160,285,186
113,12,140,36,165,63,190,84,213,109,239,136,264,159,287,185
113,11,140,35,164,62,190,88,213,111,238,136,263,161,286,185
114,11,140,37,166,62,192,88,213,109,238,135,263,158,288,184
115,11,139,38,165,61,188,88,214,110,237,135,263,160,289,183
114,13,141,36,164,63,192,87,212,109,237,135,265,160,288,184
114,11,139,38,164,62,190,87,213,110,238,135,264,160,287,184
115,13,140,36,165,62,191,87,214,109,238,135,264,159,289,184
114,12,139,37,164,62,192,87,212,110,236,135,264,157,287,184
115,14,139,37,164,63,191,88,214,110,239,136,264,159,288,185
117,12,141,34,165,61,190,88,213,110,238,136,263,160,288,185
114,11,141,37,165,62,190,88,213,110,237,135,264,160,289,186
114,12,140,37,165,61,189,86,213,112,238,134,263,161,287,185
117,14,139,37,166,60,190,86,214,111,237,134,264,159,288,186
114,12,140,39,165,62,191,87,214,110,239,135,262,161,290,183
114,12,139,37,164,63,190,87,212,110,237,135,264,160,290,184
115,11,140,39,165,62,190,89,212,110,239,134,263,160,289,185
113,10,139,37,165,63,189,87,213,111,238,135,264,161,288,186
117,10,140,38,165,62,190,88,214,109,239,135,262,159,288,184
114,13,140,36,165,62,188,88,214,110,238,135,263,160,286,186
115,13,140,38,168,62,189,85,214,110,238,136,262,159,289,185
115,11,141,36,163,61,190,87,214,110,237,135,264,158,288,186
116,12,140,36,165,63,189,87,212,110,239,135,263,159,288,185
115,12,140,37,165,60,189,87,214,109,238,136,262,157,289,186
116,12,141,37,164,61,192,87,213,111,239,135,261,161,288,185
118,14,138,36,165,60,191,87,212,106,238,133,262,162,288,186
114,14,141,36,164,62,189,86,212,110,239,135,263,161,289,184
115,14,141,38,163,63,190,87,211,111,239,137,262,159,288,185
115,12,141,37,164,62,192,87,214,110,239,137,264,160,289,185
115,14,140,36,165,61,190,86,213,109,237,134,262,160,288,184
115,11,139,36,167,62,191,88,213,110,239,136,262,159,288,185
117,11,138,36,165,63,191,87,213,110,240,135,262,161,288,184
117,11,141,38,166,62,192,87,215,108,239,135,262,161,289,186
116,12,140,37,165,63,190,87,214,110,239,135,264,161,288,185
115,13,142,36,165,62,191,88,212,113,238,135,262,161,288,185
114,11,139,37,167,61,189,87,212,111,236,136,264,161,287,184
116,13,139,37,166,62,191,86,213,109,239,135,264,162,288,184
115,13,139,38,165,61,189,86,215,111,239,134,263,160,288,185
114,11,140,39,166,61,189,88,214,111,239,135,263,160,288,184
114,10,139,38,165,61,192,88,213,110,238,135,263,159,288,185
